step,base_pos_x,base_pos_y,base_pos_z,base_roll,base_pitch,base_yaw,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z,cmd_lin_vel_x,cmd_lin_vel_y,cmd_ang_vel_z,actual_lin_vel_x,actual_lin_vel_y,actual_ang_vel_z,lin_vel_error,ang_vel_error
1524,0.21427384,-0.52567387,0.54071695,0.0065880246,0.11042075,5.0170937,0.3130915,-0.42598757,0.068810485,0.20465979,-0.40923703,0.07709008,0.14168735,-0.06938863,0.73999035,0.3152336,-0.13763033,-0.17743729,0.18648118,0.91742766
1525,0.21282718,-0.53086,0.5458531,0.00440523,0.12528159,4.991382,0.29561228,-0.4484446,0.06780045,0.20209706,-0.41586027,0.08180327,0.14168735,-0.06938863,0.75284636,0.32044542,-0.1428741,0.24363409,0.19327329,0.50921226
1526,0.21091087,-0.5368781,0.54941803,6.281241,0.13566229,4.969696,0.28881812,-0.47209093,0.06613262,0.19386505,-0.42217132,0.08447006,0.14168735,-0.06938863,0.76368916,0.34900227,-0.16148245,-0.15153648,0.22684962,0.9152256
1527,0.20813924,-0.5440226,0.54952025,6.269502,0.13927321,4.9556475,0.2894417,-0.4923575,0.062097102,0.19009462,-0.42956024,0.08437007,0.14168735,-0.06938863,0.7707137,0.36583787,-0.18450375,0.34496617,0.25198203,0.4257475
1528,0.20451623,-0.55220735,0.5459556,6.251539,0.13823698,4.941702,0.29651678,-0.5096194,0.05282508,0.18710579,-0.4456814,0.07813169,0.14168735,-0.06938863,0.7776865,0.38136154,-0.20430842,0.33759755,0.27504012,0.44008893
1529,0.20066036,-0.56037104,0.54206765,6.2358265,0.13674119,4.92236,0.30432138,-0.51286405,0.045256913,0.17537937,-0.4745302,0.0670698,0.14168735,-0.06938863,0.78735745,0.3674019,-0.23537573,-0.15547559,0.28017634,0.94283307
1530,0.19580136,-0.5687148,0.54052866,6.2224417,0.12093884,4.8989315,0.3208298,-0.5109396,0.043300986,0.15476619,-0.50782,0.059066847,0.14168735,-0.06938863,0.79907143,0.34008035,-0.29183957,-0.25639668,0.29806745,1.0554681
1531,0.19083922,-0.5779131,0.5380773,6.2090783,0.07835988,4.8691916,0.33812296,-0.505551,0.047663644,0.13659589,-0.5288045,0.053873464,0.14168735,-0.06938863,0.8139416,0.3226988,-0.29710066,-0.28419358,0.2908916,1.0981352
1532,0.18680133,-0.5869969,0.53538346,6.196064,0.026176024,4.8299847,0.34257284,-0.5050108,0.056931086,0.12835008,-0.5343199,0.054232523,0.14168735,-0.06938863,0.83354485,0.33515868,-0.1839915,-1.3488867,0.22486657,2.1824317
1533,0.18281348,-0.59427804,0.5387802,6.1699033,6.2804337,4.7846622,0.3254411,-0.5259842,0.058136053,0.1190625,-0.5378666,0.063465044,0.14168735,-0.06938863,0.8562063,0.30342206,-0.09533784,-1.4752854,0.16380318,2.3314917
1534,0.17867683,-0.60004586,0.54252684,6.140425,6.269144,4.7442436,0.2925749,-0.561335,0.050665244,0.11156214,-0.54284155,0.0723992,0.14168735,-0.06938863,0.8764156,0.36838222,-0.16086456,-1.0040231,0.24445534,1.8804387
1535,0.17416014,-0.60650516,0.5456436,6.1172805,6.2680974,4.720219,0.27352557,-0.57891953,0.05067414,0.111326404,-0.54648817,0.07874325,0.14168735,-0.06938863,0.88842785,0.35354283,-0.13397652,0.12683399,0.22148216,0.7615939
1536,0.16952659,-0.611477,0.54489124,6.094713,6.2828965,4.7034235,0.24398495,-0.6107725,0.044126943,0.11663665,-0.5488784,0.08060609,0.14168735,-0.06938863,0.8968257,0.3468568,-0.14032497,0.10732944,0.21708633,0.78949624
1537,0.16408491,-0.61597395,0.5401138,6.0666246,0.01803981,4.6858735,0.21684818,-0.6444095,0.035664514,0.12388754,-0.55537593,0.078987926,0.14168735,-0.06938863,0.90560067,0.34694993,-0.16221099,-0.1339894,0.22527476,1.0395901
1538,0.16000631,-0.62023646,0.5400742,6.0550394,0.028985016,4.6597714,0.21018529,-0.65462536,0.034793094,0.12630571,-0.56811243,0.07859078,0.14168735,-0.06938863,0.9186517,0.25376156,-0.103273064,-0.81965965,0.11708452,1.7383113
1539,0.15719876,-0.62469053,0.54389846,6.056157,0.023014994,4.626052,0.2169224,-0.6484202,0.03830637,0.12770171,-0.5785919,0.08285615,0.14168735,-0.06938863,0.93551123,0.28968045,-0.12202955,-0.83677024,0.1570765,1.7722814
1540,0.15456074,-0.63091105,0.54488534,6.0628967,6.2771063,4.5929985,0.22906533,-0.6419449,0.04273072,0.12676488,-0.5805147,0.08553463,0.14168735,-0.06938863,0.95203793,0.29341477,-0.11499953,-0.73068154,0.15843473,1.6827195
1541,0.15291643,-0.6376034,0.54258406,6.0807934,6.239759,4.560227,0.23932394,-0.6353469,0.051599726,0.123257264,-0.5715591,0.085763544,0.14168735,-0.06938863,0.96842396,0.2984125,-0.06232769,-0.90117645,0.15688413,1.8696004
1542,0.15116996,-0.64259267,0.53806955,6.0963035,6.2243285,4.525711,0.2386698,-0.6423287,0.05064881,0.11690654,-0.57310766,0.078464955,0.14168735,-0.06938863,0.9856819,0.27904814,-0.048202727,-0.8415755,0.138985,1.8272574
1543,0.14737295,-0.64647907,0.53799963,6.081126,6.2211084,4.5024114,0.21953842,-0.6679659,0.039601177,0.09966716,-0.57523316,0.07811992,0.14168735,-0.06938863,0.99733174,0.2642305,-0.08304285,-0.23672457,0.1233015,1.2340564
1544,0.14280784,-0.64856094,0.5352153,6.063473,6.2365117,4.4798155,0.20504771,-0.6840795,0.03177294,0.095634356,-0.58423287,0.07559611,0.14168735,-0.06938863,1.0,0.25110507,-0.12459192,-0.6610719,0.122554645,1.6610719
1545,0.13947669,-0.64979625,0.53512806,6.058744,6.2608366,4.4554033,0.19972128,-0.6918515,0.0298156,0.095578924,-0.59801596,0.07267508,0.14168735,-0.06938863,1.0,0.23041472,-0.10643318,-1.1482102,0.096150115,2.14821
1546,0.13742062,-0.6515869,0.5370514,6.0690045,6.2758904,4.425984,0.20037106,-0.6922675,0.031713232,0.0946301,-0.60967267,0.07094745,0.14168735,-0.06938863,1.0,0.2245866,-0.09023544,-0.8600822,0.08548027,1.8600821
1547,0.13515893,-0.65574074,0.53644997,6.0870333,6.2615814,4.396363,0.20659302,-0.6902208,0.03449163,0.09449753,-0.60949016,0.06870629,0.14168735,-0.06938863,1.0,0.25136894,-0.09956659,-0.63917935,0.11375746,1.6391793
1548,0.1336959,-0.66155326,0.53337234,6.120057,6.2302103,4.368004,0.21636261,-0.68602943,0.04097092,0.092705466,-0.60018206,0.06349097,0.14168735,-0.06938863,1.0,0.26114354,-0.05223689,-0.62034744,0.12068124,1.6203475
1549,0.13227193,-0.6655438,0.53484607,6.134509,6.2121534,4.328669,0.21856233,-0.6854209,0.048183903,0.085312024,-0.60076386,0.062384024,0.14168735,-0.06938863,1.0,0.19634166,0.002201778,-1.4770888,0.0900682,2.477089
1550,0.13084635,-0.6683045,0.53760266,6.136892,6.2079983,4.292102,0.2047842,-0.6971919,0.045798406,0.07886025,-0.60154647,0.06351112,0.14168735,-0.06938863,1.0,0.17751695,-0.004738006,-0.652734,0.07391525,1.652734
1551,0.12856399,-0.66970176,0.53853,6.131673,6.21439,4.2589664,0.18900199,-0.70596874,0.042679504,0.08212733,-0.6035995,0.06526163,0.14168735,-0.06938863,1.0,0.19287257,-0.03369769,-0.73668647,0.06240008,1.7366865
1552,0.1263618,-0.6696798,0.53670055,6.1246166,6.2383957,4.2330256,0.17404442,-0.71953964,0.036485717,0.091918364,-0.6089171,0.06411567,0.14168735,-0.06938863,1.0,0.16718207,-0.055039007,-0.3217485,0.029255642,1.3217485
1553,0.12402724,-0.669736,0.53389764,6.1192045,6.2604985,4.203859,0.16912481,-0.7261323,0.031069338,0.100400984,-0.6149392,0.061982244,0.14168735,-0.06938863,1.0,0.15871868,-0.04624818,-1.0584615,0.028732324,2.0584617
1554,0.12198442,-0.67101026,0.53311425,6.124739,6.264714,4.176181,0.17967679,-0.7247341,0.031028077,0.10406986,-0.6186268,0.060143426,0.14168735,-0.06938863,1.0,0.16746369,-0.06675766,-0.7923194,0.025910264,1.7923194
1555,0.119703345,-0.6734706,0.53127074,6.14035,6.24675,4.1493793,0.19581641,-0.7240327,0.03491491,0.11121155,-0.61103296,0.059192464,0.14168735,-0.06938863,1.0,0.1686549,-0.06636889,-0.4584353,0.027136099,1.4584353
1556,0.117045596,-0.67567694,0.53151613,6.1436257,6.219825,4.110554,0.20925575,-0.7183209,0.043697506,0.109470025,-0.6098495,0.060589045,0.14168735,-0.06938863,1.0,0.13117197,-0.020445904,-1.5778501,0.050059598,2.57785
1557,0.114270724,-0.6774286,0.53447926,6.1354365,6.198574,4.073718,0.20466965,-0.7222988,0.045047402,0.100806616,-0.6082363,0.063388616,0.14168735,-0.06938863,1.0,0.11771946,-0.008291302,-0.66316766,0.06563035,1.6631677
1558,0.11190314,-0.6774947,0.536701,6.1270695,6.1992574,4.03947,0.19663553,-0.7197814,0.04445991,0.099827126,-0.6073694,0.06693974,0.14168735,-0.06938863,1.0,0.13755272,-0.044445436,-0.6514168,0.02528355,1.6514168
1559,0.11105314,-0.67597026,0.5368693,6.1239343,6.2289433,4.015952,0.18403757,-0.7229323,0.03970447,0.10410142,-0.61108005,0.066707075,0.14168735,-0.06938863,1.0,0.10149642,-0.043181468,-0.21207641,0.047980476,1.2120764
1560,0.11005155,-0.67364943,0.53385043,6.117291,6.265307,3.9928772,0.17463382,-0.7289869,0.032290593,0.10979497,-0.6149259,0.064380094,0.14168735,-0.06938863,1.0,0.11692436,-0.06620111,-0.27967584,0.024967296,1.2796758
1561,0.1083704,-0.67256385,0.53135407,6.1156616,0.003756494,3.9731228,0.17473066,-0.7322237,0.028576836,0.10916133,-0.6196253,0.060527503,0.14168735,-0.06938863,1.0,0.14155944,-0.076096185,-0.37685946,0.0067087756,1.3768594
1562,0.10567262,-0.67223984,0.5303495,6.120526,6.2823205,3.9581993,0.18479913,-0.7352394,0.031802192,0.10986933,-0.61974895,0.05951944,0.14168735,-0.06938863,1.0,0.118219815,-0.1423926,0.17394185,0.07668315,0.82605815
1563,0.101863585,-0.6736088,0.5268738,6.1282754,6.249527,3.9351892,0.20596264,-0.73115396,0.04105541,0.11483082,-0.61419964,0.059477523,0.14168735,-0.06938863,1.0,0.12777227,-0.1149769,-0.6389614,0.04766466,1.6389613
1564,0.09763652,-0.6743398,0.52755684,6.119062,6.215864,3.9039624,0.2169438,-0.7277235,0.05182811,0.10921787,-0.6118806,0.06299238,0.14168735,-0.06938863,1.0,0.11607069,-0.061119724,-0.6794511,0.026918175,1.6794511
1565,0.09498156,-0.67377955,0.5285554,6.1090145,6.2057567,3.8783298,0.20037553,-0.73121417,0.045768917,0.10338822,-0.60876817,0.065234005,0.14168735,-0.06938863,1.0,0.101367265,-0.071374156,-0.19829506,0.04036894,1.1982951
1566,0.093523145,-0.6724937,0.5283966,6.1049376,6.2168655,3.8594027,0.18676196,-0.7281584,0.042489126,0.09996542,-0.60783565,0.06424315,0.14168735,-0.06938863,1.0,0.08570057,-0.055106618,0.101394,0.05777971,0.898606
1567,0.092475,-0.67059284,0.5258452,6.1045427,6.240408,3.839538,0.1762084,-0.7303823,0.036372423,0.099129856,-0.6104237,0.06030743,0.14168735,-0.06938863,1.0,0.105485454,-0.084840514,-0.30615318,0.03936163,1.3061532
1568,0.0911856,-0.6689844,0.5228299,6.107624,6.26686,3.8162704,0.17219247,-0.73344123,0.030840307,0.09650954,-0.61330664,0.05507593,0.14168735,-0.06938863,1.0,0.13364263,-0.082929075,-0.44665742,0.01574996,1.4466574
1569,0.088052936,-0.66848814,0.52142644,6.110741,6.2733345,3.792344,0.1741576,-0.7381529,0.028381482,0.09215384,-0.6130314,0.051957816,0.14168735,-0.06938863,1.0,0.1858991,-0.12531015,-0.48231485,0.071287416,1.4823148
1570,0.08348187,-0.6676186,0.5202604,6.115521,6.262148,3.7690349,0.18268892,-0.7421223,0.032172233,0.08902265,-0.60861844,0.050406367,0.14168735,-0.06938863,1.0,0.17524132,-0.20445505,-0.100248694,0.13917185,1.1002487
1571,0.07850958,-0.66745174,0.5181603,6.124712,6.2340426,3.7390354,0.19326423,-0.7425329,0.04135248,0.088795885,-0.6009677,0.050556034,0.14168735,-0.06938863,1.0,0.14537376,-0.14913116,-0.9028395,0.0798277,1.9028394
1572,0.07357807,-0.66701883,0.52008927,6.120376,6.2043233,3.703908,0.19135469,-0.7380233,0.049254134,0.08271428,-0.5952504,0.054158837,0.14168735,-0.06938863,1.0,0.14361253,-0.10306098,-0.7630444,0.033727344,1.7630444
1573,0.0710824,-0.66559815,0.52222174,6.1147084,6.2019043,3.6736004,0.16544005,-0.7333249,0.04246757,0.07654513,-0.58786917,0.05588013,0.14168735,-0.06938863,1.0,0.09005487,-0.0790973,-0.34549302,0.052537333,1.3454931
1574,0.06939246,-0.66370785,0.523126,6.1130304,6.2136526,3.6385164,0.1433375,-0.72367746,0.038122192,0.074359216,-0.58581626,0.05613999,0.14168735,-0.06938863,1.0,0.13400821,-0.09414088,-0.9110819,0.025916079,1.9110819
1575,0.068490505,-0.6617581,0.5221031,6.1171784,6.2419014,3.6084967,0.12545732,-0.7195933,0.032471687,0.07631321,-0.58996564,0.053299382,0.14168735,-0.06938863,1.0,0.14103614,-0.09696585,-0.5168388,0.027584909,1.5168388
1576,0.06730176,-0.66040146,0.5226281,6.1292877,6.271187,3.579225,0.12137555,-0.7195678,0.0323478,0.07957071,-0.5961762,0.051052764,0.14168735,-0.06938863,1.0,0.17943957,-0.112388,-0.80968076,0.05722042,1.8096807
1577,0.06455948,-0.65928495,0.5241794,6.1422935,0.0013330058,3.5523434,0.12740126,-0.7245568,0.03465727,0.08172818,-0.6004764,0.050274476,0.14168735,-0.06938863,1.0,0.19755039,-0.15115799,-0.7683016,0.09902983,1.7683016
1578,0.06055921,-0.65884906,0.52392507,6.160707,6.277216,3.518663,0.13788083,-0.7320707,0.03928186,0.091889925,-0.5999494,0.050588474,0.14168735,-0.06938863,1.0,0.2046761,-0.15925753,-0.689322,0.109745175,1.689322
1579,0.056637388,-0.6584375,0.5261172,6.1723,6.2585635,3.4756835,0.14766204,-0.735223,0.05103565,0.08939324,-0.59574246,0.05206977,0.14168735,-0.06938863,1.0,0.17374419,-0.09160574,-1.3364463,0.03900309,2.3364463
1580,0.05250757,-0.65789855,0.5308843,6.173291,6.2392025,3.4325402,0.14326568,-0.7334476,0.057322904,0.08390088,-0.5901707,0.0556812,0.14168735,-0.06938863,1.0,0.15839249,-0.06665146,-0.97863626,0.0169279,1.9786363
1581,0.04996022,-0.65635437,0.5341859,6.1692643,6.236861,3.393596,0.11784153,-0.72831666,0.050343707,0.081418335,-0.58746064,0.05920647,0.14168735,-0.06938863,1.0,0.12860872,-0.07615618,-0.6257356,0.014725837,1.6257355
1582,0.048204336,-0.6543155,0.53389674,6.1641994,6.2437434,3.35999,0.08478691,-0.71679145,0.0421443,0.083062045,-0.5901902,0.059577435,0.14168735,-0.06938863,1.0,0.15601876,-0.08377952,-0.7416323,0.020309784,1.7416322
1583,0.046921544,-0.65191543,0.53104264,6.158763,6.262986,3.3354535,0.059965186,-0.7111506,0.035332307,0.0832563,-0.5970348,0.056031853,0.14168735,-0.06938863,-1.0,0.14152122,-0.09505082,-0.24696647,0.025662728,0.7530335
1584,0.044838436,-0.6498634,0.5285154,6.1583986,6.2750335,3.2990928,0.054331023,-0.71290964,0.031058058,0.079411104,-0.5996842,0.05171399,0.14168735,-0.06938863,-1.0,0.17135403,-0.089909695,-1.3877445,0.03607251,0.38774455
1585,0.041634984,-0.6480667,0.52808154,6.163657,6.265463,3.2566977,0.05958616,-0.72135323,0.031192899,0.076206245,-0.597543,0.050001323,0.14168735,-0.06938863,-1.0,0.16047116,-0.14284351,-1.2330307,0.075818546,0.23303068
1586,0.037291687,-0.64643484,0.52647436,6.176216,6.23696,3.2097666,0.07014326,-0.7325761,0.035211965,0.08063297,-0.5883139,0.048529193,0.14168735,-0.06938863,-1.0,0.18328284,-0.11448648,-1.5835192,0.061351452,0.5835192
1587,0.033677235,-0.6442598,0.52705145,6.178368,6.2096534,3.1558938,0.07851019,-0.73974174,0.042130068,0.07521258,-0.5806463,0.048582062,0.14168735,-0.06938863,-1.0,0.13216528,-0.07821223,-1.9748652,0.0129817445,0.9748652
1588,0.031975575,-0.6422518,0.529191,6.173753,6.2014356,3.108303,0.07032155,-0.73979247,0.04298581,0.07137129,-0.5719181,0.04954493,0.14168735,-0.06938863,-1.0,0.08703814,-0.05328779,-1.1533319,0.056971688,0.15333188
1589,0.030549426,-0.63952935,0.53006405,6.169994,6.2050366,3.0585554,0.07049541,-0.7330883,0.042223856,0.0725677,-0.5731693,0.051217094,0.14168735,-0.06938863,-1.0,0.14797097,-0.09947615,-1.3345939,0.030736672,0.3345939
1590,0.03130996,-0.637159,0.52920884,6.1716514,6.2390494,3.0171604,0.059531182,-0.72613776,0.035593465,0.07563779,-0.5831634,0.050096855,0.14168735,-0.06938863,-1.0,0.11784923,-0.09677031,-0.92539865,0.03630444,0.07460135
1591,0.03280866,-0.63454646,0.52672535,6.1723304,0.00073214876,2.9816735,0.049864028,-0.7228076,0.029412448,0.07993859,-0.59591347,0.047948554,0.14168735,-0.06938863,-1.0,0.14589386,-0.12007802,-0.9712774,0.05086363,0.028722584
1592,0.03176246,-0.6318264,0.526243,6.1797776,0.02042143,2.9456494,0.05252419,-0.7305156,0.029853642,0.08229981,-0.6030101,0.046980605,0.14168735,-0.06938863,-1.0,0.1899493,-0.1544589,-1.2176312,0.09780679,0.21763122
1593,0.02922259,-0.6279717,0.5257095,6.1893353,0.01494469,2.9030504,0.058081035,-0.74452883,0.03389789,0.086889476,-0.605539,0.046956345,0.14168735,-0.06938863,-1.0,0.20225558,-0.1975545,-1.1850846,0.14175685,0.18508458
1594,0.02734978,-0.62370926,0.5279947,6.1876616,0.002326083,2.8461335,0.06556953,-0.75558203,0.04448218,0.08503331,-0.60423416,0.050461277,0.14168735,-0.06938863,-1.0,0.16059752,-0.13749336,-2.100679,0.07068132,1.1006789
1595,0.025870157,-0.6198317,0.5319547,6.1824765,6.2725224,2.793437,0.06390671,-0.75904715,0.054757804,0.082470834,-0.59973425,0.05504553,0.14168735,-0.06938863,-1.0,0.13312031,-0.12499968,-1.3053187,0.05626707,0.3053187
1596,0.024686089,-0.615638,0.533847,6.174226,6.2618146,2.7473698,0.048171066,-0.7491186,0.052504852,0.083312154,-0.60175586,0.05975136,0.14168735,-0.06938863,-1.0,0.13931507,-0.13118836,-0.9708078,0.06184525,0.02919221
1597,0.02381695,-0.61122876,0.53394014,6.1688166,6.2614956,2.7042246,0.03946476,-0.73463565,0.04941594,0.083142586,-0.6085287,0.062274113,0.14168735,-0.06938863,-1.0,0.18871583,-0.1497038,-0.8954351,0.09307097,0.104564905
1598,0.024685688,-0.6075663,0.5313793,6.165558,0.0041362443,2.67257,0.025003552,-0.7160898,0.03951928,0.08249412,-0.6183283,0.06127645,0.14168735,-0.06938863,-1.0,0.15858634,-0.15160929,-0.41158795,0.08393934,0.58841205
1599,0.026332248,-0.6035944,0.52531874,6.1570826,0.0361975,2.642887,0.011793982,-0.7047474,0.029271632,0.0833807,-0.62455463,0.057074398,0.14168735,-0.06938863,-1.0,0.18777883,-0.148246,-0.5424877,0.091339536,0.45751232
1600,0.025581976,-0.59939134,0.52604634,6.1644635,0.04766223,2.5996833,0.008947756,-0.70789325,0.030308142,0.079801746,-0.62014455,0.05493617,0.14168735,-0.06938863,-1.0,0.2179887,-0.18887404,-1.6735264,0.14176974,0.6735264
1601,0.024778074,-0.5937629,0.5284761,6.1690974,0.039237987,2.5483127,0.006321652,-0.723615,0.037773043,0.08011149,-0.6164073,0.057387337,0.14168735,-0.06938863,-1.0,0.22123384,-0.2494389,-1.4902428,0.19683938,0.49024284
1602,0.022719286,-0.5879724,0.5280693,6.179227,0.013516676,2.4936924,0.006131204,-0.74245703,0.051085927,0.08893225,-0.61352366,0.058846623,0.14168735,-0.06938863,-1.0,0.20096995,-0.23844902,-2.2083638,0.17915313,1.2083638
1603,0.02176523,-0.58210063,0.5317806,6.1797104,6.2768693,2.438419,0.003155577,-0.7439967,0.06518096,0.088417456,-0.60646445,0.063218966,0.14168735,-0.06938863,-1.0,0.22106317,-0.1703897,-1.5415683,0.12845908,0.5415683
1604,0.022067701,-0.57791376,0.53622013,6.178385,6.280138,2.3876977,-0.005126532,-0.72168756,0.064545006,0.09014098,-0.5987205,0.066888615,0.14168735,-0.06938863,-1.0,0.18482365,-0.14094383,-1.348958,0.0835517,0.34895802
1605,0.022825755,-0.57367754,0.5382742,6.1740665,0.0047472236,2.3416796,-0.014235808,-0.6792436,0.053208917,0.089828335,-0.59850824,0.070210785,0.14168735,-0.06938863,-1.0,0.2012767,-0.14710759,-0.8985311,0.097934306,0.10146892
1606,0.024436612,-0.56924427,0.53642565,6.1651893,0.018428007,2.3027558,-0.023036316,-0.6358423,0.043671116,0.084822044,-0.6033694,0.070509344,0.14168735,-0.06938863,-1.0,0.20525035,-0.16525096,-0.83873916,0.11502105,0.16126084
1607,0.026819993,-0.56434125,0.53134036,6.150257,0.03630874,2.2649837,-0.036701344,-0.6033216,0.03405355,0.07790506,-0.6056579,0.067690074,0.14168735,-0.06938863,-1.0,0.22127044,-0.18792324,-1.1411785,0.14277227,0.14117849
1608,0.028024554,-0.5599785,0.52979434,6.148549,0.050063554,2.2106352,-0.04098624,-0.59716004,0.031567678,0.07150218,-0.5998833,0.06424183,0.14168735,-0.06938863,-0.998373,0.22931059,-0.15607686,-2.5718648,0.1232586,1.5734918
1609,0.028514732,-0.5546981,0.53136337,6.152564,0.044280946,2.1463985,-0.04364944,-0.6099356,0.0334481,0.067565836,-0.5886096,0.062637255,0.14168735,-0.06938863,-0.96625465,0.24110341,-0.18854652,-2.5912714,0.15518427,1.6250167
1610,0.027904335,-0.54838365,0.5322116,6.167896,0.016394846,2.0786123,-0.048208807,-0.6257006,0.03912449,0.07369649,-0.5856367,0.062453687,0.14168735,-0.06938863,-0.93236154,0.27417305,-0.18500495,-2.685335,0.17583969,1.7529733
1611,0.026987176,-0.54239744,0.53083694,6.190939,6.273161,2.015111,-0.05079972,-0.6374359,0.047687978,0.08188447,-0.5833303,0.058515385,0.14168735,-0.06938863,-0.90061086,0.2520397,-0.19491681,-2.5224965,0.16713758,1.6218855
1612,0.027689826,-0.5380759,0.5339254,6.200014,6.2695193,1.951959,-0.049458846,-0.6307275,0.053692862,0.08648051,-0.57945085,0.059291378,0.14168735,-0.06938863,-0.86903495,0.20813864,-0.11621684,-1.9813776,0.081293635,1.1123426
1613,0.029457673,-0.53490466,0.53595036,6.2018623,6.2814455,1.8951172,-0.047222454,-0.6024481,0.047524378,0.08680556,-0.5818342,0.06193314,0.14168735,-0.06938863,-0.84061396,0.19991617,-0.13237096,-1.4432446,0.085775115,0.6026306
1614,0.032134596,-0.53177345,0.53413993,6.1987357,0.015126135,1.8433464,-0.04123289,-0.56919456,0.039835274,0.08086484,-0.58918184,0.06229952,0.14168735,-0.06938863,-0.81472844,0.22965784,-0.14755131,-1.5339388,0.11767843,0.7192103
1615,0.035192825,-0.5287153,0.5294579,6.1933184,0.038356073,1.796025,-0.038753364,-0.54374784,0.03205529,0.07150642,-0.5921265,0.0580336,0.14168735,-0.06938863,-0.7910679,0.23931341,-0.14973028,-1.4469302,0.12643428,0.6558623
1616,0.036784615,-0.5251564,0.5306902,6.2060666,0.05232926,1.7435436,-0.04203816,-0.5397637,0.03321752,0.064863026,-0.5858243,0.055209503,0.14168735,-0.06938863,-0.7648271,0.24606563,-0.15549766,-2.0186532,0.13531293,1.2538261
1617,0.0395364,-0.5201748,0.53410536,6.217523,0.043264244,1.6949306,-0.05729366,-0.5543604,0.039742738,0.06474311,-0.5793449,0.056174487,0.14168735,-0.06938863,-0.74052066,0.26000425,-0.21773553,-1.6799033,0.18975165,0.9393826
1618,0.04144679,-0.5141422,0.53405,6.234764,0.01771565,1.6368644,-0.07677164,-0.5692535,0.048171848,0.0701945,-0.5829931,0.055863693,0.14168735,-0.06938863,-0.7114876,0.2582429,-0.16818938,-2.2901921,0.15279655,1.5787046
1619,0.044103943,-0.50993866,0.53759664,6.2407737,0.004678555,1.5667129,-0.084554575,-0.57343805,0.06122478,0.07477218,-0.579248,0.0586019,0.14168735,-0.06938863,-0.6764118,0.21039101,-0.11996493,-2.8543315,0.085312106,2.1779196
1620,0.04665075,-0.5060752,0.543668,6.239846,6.28192,1.497133,-0.07823021,-0.5618618,0.06641282,0.082404055,-0.57351524,0.06282847,0.14168735,-0.06938863,-0.6416219,0.21475719,-0.10531828,-2.190068,0.08142568,1.5484462
1621,0.050322697,-0.50339764,0.54850304,6.2297034,0.003490338,1.4381104,-0.058647703,-0.53129715,0.060009748,0.07866624,-0.574862,0.07089554,0.14168735,-0.06938863,-0.61211056,0.20813555,-0.11920329,-1.474642,0.08304736,0.8625315
1622,0.05431732,-0.5017038,0.54893935,6.2158947,0.015734516,1.3915321,-0.031268083,-0.49420443,0.05308579,0.06752703,-0.5768951,0.075118095,0.14168735,-0.06938863,-0.5888214,0.197052,-0.11795241,-0.9913635,0.07364567,0.4025421
1623,0.05907894,-0.5002797,0.5458165,6.1967597,0.029923504,1.3478332,-0.011826299,-0.46018586,0.046405286,0.05586826,-0.574402,0.075687006,0.14168735,-0.06938863,-0.5669719,0.21074462,-0.1411121,-1.2343268,0.09956487,0.66735494
1624,0.06441171,-0.49825776,0.5401099,6.175065,0.0373499,1.2960323,-0.0053341035,-0.43846527,0.038159996,0.050237462,-0.56783247,0.07301253,0.14168735,-0.06938863,-0.54107153,0.2530469,-0.14343,-1.8866044,0.13372761,1.3455329
1625,0.068945,-0.4955917,0.53634024,6.1652527,0.036851924,1.2464061,-0.009712124,-0.43194357,0.03234537,0.05537937,-0.55565345,0.06728569,0.14168735,-0.06938863,-0.51625836,0.22993875,-0.13449341,-1.6427746,0.10966741,1.1265162
1626,0.07296195,-0.4928583,0.53421175,6.1672087,0.0191961,1.1978934,-0.021838877,-0.43942297,0.032783747,0.06436847,-0.54845625,0.06281996,0.14168735,-0.06938863,-0.49200213,0.18378936,-0.14957736,-1.8194349,0.09056938,1.3274328
1627,0.07674397,-0.4892401,0.5301541,6.178045,6.2659183,1.14392,-0.0368967,-0.44178894,0.036400914,0.06862285,-0.5493589,0.059711665,0.14168735,-0.06938863,-0.4650153,0.15227263,-0.15710905,-2.209439,0.08835678,1.7444237
1628,0.08240461,-0.48522478,0.5300216,6.172804,6.219128,1.0928354,-0.043517254,-0.44255653,0.04351911,0.07441298,-0.54585946,0.062261358,0.14168735,-0.06938863,-0.43947315,0.20643024,-0.12205203,-1.3181282,0.08345703,0.8786551
1629,0.087232254,-0.4834484,0.529904,6.170799,6.2041883,1.045833,-0.03769337,-0.44244677,0.045085922,0.07792975,-0.53792465,0.06283234,0.14168735,-0.06938863,-0.41597188,0.21212755,-0.15067527,-1.3288153,0.107560866,0.91284347
1630,0.09021225,-0.484018,0.52871704,6.1754847,6.2267313,1.0113628,-0.021377837,-0.4410201,0.041989744,0.07982137,-0.5307024,0.0598149,0.14168735,-0.06938863,-0.39873683,0.14833747,-0.12771595,-0.31462404,0.058705196,0.08411279
1631,0.09343511,-0.48525307,0.52531767,6.1771016,6.256986,0.97974813,-0.006983174,-0.43665946,0.03647989,0.07756883,-0.52823395,0.056588754,0.14168735,-0.06938863,-0.38292944,0.18825682,-0.15869434,-0.6129488,0.10071854,0.23001933
