step,base_pos_x,base_pos_y,base_pos_z,base_roll,base_pitch,base_yaw,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z,cmd_lin_vel_x,cmd_lin_vel_y,cmd_ang_vel_z,actual_lin_vel_x,actual_lin_vel_y,actual_ang_vel_z,lin_vel_error,ang_vel_error
874,-7.1961064,4.461238,0.5560028,6.2742453,0.010186075,3.9318953,-7.149214,4.474681,0.06519197,-7.2846513,4.651131,0.087393865,0.510177,0.41989893,0.09010601,0.52276736,0.5040916,0.46212924,0.08512888,0.37202322
875,-7.1953516,4.4480605,0.5573859,6.2797823,0.028293505,3.939085,-7.162236,4.4290385,0.06256041,-7.2897053,4.6426373,0.093773544,0.510177,0.41989893,0.086511016,0.50714475,0.4456785,0.42841017,0.025957294,0.34189916
876,-7.1968727,4.4353185,0.5552927,6.2695785,0.03523419,3.9382672,-7.157278,4.3807898,0.057641044,-7.2962093,4.627401,0.0906347,0.510177,0.41989893,0.086919904,0.5411125,0.4009045,-0.014264949,0.036301393,0.10118485
877,-7.1999397,4.4220524,0.55009645,6.2522893,0.029889794,3.9295354,-7.1438203,4.345674,0.051963657,-7.300746,4.6045117,0.08037669,0.510177,0.41989893,0.091285825,0.5644685,0.40094945,-0.5320302,0.057503466,0.62331605
878,-7.203558,4.4076767,0.54123366,6.23983,0.012916534,3.9168115,-7.129442,4.33113,0.041616097,-7.303987,4.5753727,0.065412104,0.510177,0.41989893,0.097647786,0.58287853,0.43459728,-0.90272915,0.074172445,1.0003769
879,-7.2071733,4.3914504,0.5331553,6.2503486,6.263425,3.9059572,-7.121557,4.3304877,0.033091947,-7.3098235,4.544446,0.051786378,0.510177,0.41989893,0.10307491,0.5735639,0.37991032,-0.46259785,0.07494653,0.56567276
880,-7.210636,4.3752227,0.5365087,6.265592,6.235289,3.899442,-7.12124,4.3461995,0.038838252,-7.308038,4.539851,0.05862245,0.510177,0.41989893,0.10633254,0.57940274,0.45936817,-0.5674121,0.07968703,0.6737446
881,-7.211021,4.359823,0.54162014,6.27608,6.2350774,3.8975751,-7.1373487,4.348963,0.046596467,-7.306454,4.532512,0.06673113,0.510177,0.41989893,0.10726595,0.5252046,0.5300782,-0.18344785,0.11119935,0.2907138
882,-7.2101855,4.346176,0.54597265,6.2740507,6.253582,3.9036076,-7.1600275,4.3303633,0.050214246,-7.309049,4.5230308,0.073419146,0.510177,0.41989893,0.104249716,0.48438695,0.5121443,0.23097984,0.09578278,0.12673013
883,-7.20979,4.332772,0.54950356,6.2663736,6.279478,3.9027576,-7.1666145,4.320522,0.054166853,-7.31342,4.516732,0.08083829,0.510177,0.41989893,0.104674816,0.5285494,0.49726343,-0.22493927,0.0795161,0.3296141
884,-7.2109084,4.3205013,0.54995215,6.2438726,0.021724453,3.9080894,-7.160283,4.299805,0.052822545,-7.310538,4.5095506,0.08179324,0.510177,0.41989893,0.10200882,0.5518458,0.44574818,-0.026415175,0.0490354,0.12842399
885,-7.213163,4.30786,0.5467605,6.2183337,0.03623167,3.9111047,-7.1455264,4.28956,0.047634244,-7.3071256,4.496724,0.07629318,0.510177,0.41989893,0.10050118,0.572318,0.4486289,-0.22612984,0.06846105,0.326631
886,-7.215925,4.2946305,0.54509455,6.205864,0.038320616,3.902089,-7.1357074,4.292238,0.04622428,-7.3095403,4.475019,0.07057083,0.510177,0.41989893,0.10500896,0.54554,0.37984627,-0.96618444,0.053429894,1.0711935
887,-7.220471,4.280896,0.5450186,6.20682,0.018524248,3.8865266,-7.124692,4.2939243,0.047930032,-7.3125606,4.459804,0.0704419,0.510177,0.41989893,0.11279023,0.62006956,0.35746703,-0.47717145,0.12638874,0.58996165
888,-7.2222476,4.2654757,0.55035275,6.213895,0.005682499,3.8826408,-7.135366,4.2954173,0.056830257,-7.315554,4.4477434,0.0776204,0.510177,0.41989893,0.1147331,0.5304884,0.54584265,-0.13415986,0.12757105,0.24889296
889,-7.221267,4.2492967,0.5556939,6.223019,0.007170366,3.8940506,-7.1665916,4.2740254,0.06121303,-7.3222284,4.433158,0.08415301,0.510177,0.41989893,0.10902822,0.49895483,0.5871952,0.51067144,0.16767226,0.40164322
890,-7.220141,4.234848,0.55800384,6.220816,0.01907433,3.9057207,-7.197139,4.2305303,0.060507998,-7.3359246,4.4220753,0.09204229,0.510177,0.41989893,0.10319328,0.5182143,0.5573941,0.7996144,0.13772987,0.69642115
891,-7.2208323,4.220852,0.55796796,6.2051144,0.025045006,3.9109871,-7.207766,4.1993804,0.05897142,-7.346131,4.407168,0.09411146,0.510177,0.41989893,0.10055995,0.532772,0.49351594,0.11002823,0.07700648,0.00946828
892,-7.2231727,4.2078223,0.5541336,6.177086,0.024229128,3.914372,-7.2046704,4.163406,0.052033484,-7.3547564,4.390437,0.09117768,0.510177,0.41989893,0.098867536,0.54935807,0.45658484,0.11788096,0.05367505,0.019013427
893,-7.2257123,4.1946526,0.5464833,6.1521015,0.019276578,3.910173,-7.197534,4.1408434,0.040161043,-7.3684564,4.3708224,0.084903866,0.510177,0.41989893,0.10096705,0.54973775,0.4733429,-0.4332433,0.06649293,0.5342103
894,-7.227836,4.1797495,0.53889775,6.150037,0.0053486614,3.9037151,-7.194391,4.1384835,0.030296057,-7.3849006,4.349117,0.077910915,0.510177,0.41989893,0.10419595,0.5406963,0.4313942,-0.5962757,0.03261241,0.70047164
895,-7.2305074,4.1641254,0.534962,6.1588144,6.269725,3.904509,-7.1966753,4.140345,0.027484521,-7.393549,4.3343697,0.07647629,0.510177,0.41989893,0.103799105,0.5896042,0.49652526,0.45677584,0.110364266,0.35297674
896,-7.230776,4.147405,0.53424656,6.1655254,6.2665806,3.9177308,-7.2044487,4.138086,0.029376581,-7.3965163,4.3267984,0.07994123,0.510177,0.41989893,0.097188115,0.5656526,0.57452595,0.51637405,0.16427737,0.41918594
897,-7.2302513,4.13136,0.5310708,6.1683645,6.274346,3.9296894,-7.210835,4.1291375,0.028222337,-7.399157,4.318931,0.081565015,0.510177,0.41989893,0.091208816,0.55805075,0.5450302,0.57233036,0.13397658,0.48112154
898,-7.2291646,4.1166,0.5285158,6.168081,0.009371464,3.9339685,-7.2102013,4.127416,0.028098613,-7.3949847,4.3058267,0.07843936,0.510177,0.41989893,0.08906925,0.5345648,0.5282139,-0.3028181,0.11102658,0.39188734
899,-7.230006,4.1028986,0.52829987,6.1605244,0.018508352,3.9318516,-7.209738,4.1266737,0.030156896,-7.384407,4.2884693,0.074786164,0.510177,0.41989893,0.09012759,0.55026037,0.43392023,-0.5123119,0.04246495,0.60243946
900,-7.2320895,4.089681,0.53068626,6.1579804,0.0197047,3.9325037,-7.208831,4.125443,0.034365714,-7.3712835,4.2695174,0.072877266,0.510177,0.41989893,0.08980167,0.55478907,0.37321562,-0.13540214,0.06457218,0.22520381
901,-7.234363,4.075826,0.5356878,6.173055,0.012487945,3.9360447,-7.204728,4.123177,0.042106435,-7.364248,4.2512574,0.07466964,0.510177,0.41989893,0.08803117,0.58632976,0.34958482,0.051480018,0.10364996,0.036551155
902,-7.2352037,4.0607595,0.54289156,6.1946373,0.00723096,3.941787,-7.2037916,4.121688,0.056309074,-7.3628283,4.2391453,0.08196647,0.510177,0.41989893,0.08516002,0.54175013,0.4598117,-0.00057935773,0.050890964,0.085739374
903,-7.234431,4.045234,0.5490028,6.2155256,0.009565722,3.9535851,-7.21121,4.098594,0.063494295,-7.3649487,4.227424,0.08885277,0.510177,0.41989893,0.079260945,0.52518415,0.47818136,0.43813154,0.06018352,0.3588706
904,-7.2334404,4.031249,0.5518858,6.2278123,0.02459729,3.9620376,-7.2200155,4.051372,0.059571356,-7.369482,4.21837,0.09638456,0.510177,0.41989893,0.07503474,0.5166607,0.44298893,0.5829436,0.023983045,0.5079089
905,-7.2336607,4.01854,0.5512279,6.227093,0.03799188,3.9701731,-7.214508,4.002199,0.053197205,-7.3721333,4.2077637,0.09698741,0.510177,0.41989893,0.07096696,0.53102165,0.3972914,0.35848543,0.030750602,0.28751847
906,-7.2352076,4.0049734,0.5471296,6.2215185,0.036803827,3.97014,-7.199542,3.9645743,0.046127573,-7.3758307,4.1905913,0.089650705,0.510177,0.41989893,0.07098353,0.5546856,0.39404902,-0.16989222,0.051470686,0.24087575
907,-7.2375727,3.9907966,0.53890634,6.215333,0.02462325,3.9639497,-7.180952,3.9412236,0.035917327,-7.37745,4.1661253,0.07565908,0.510177,0.41989893,0.07407868,0.5707048,0.4089937,-0.63429797,0.06150235,0.70837665
908,-7.239195,3.9750001,0.53580475,6.236335,0.00064689317,3.9660308,-7.1734395,3.9403768,0.034432784,-7.3772025,4.1341333,0.06394199,0.510177,0.41989893,0.0730381,0.55250305,0.35885045,-0.18307821,0.074286,0.25611633
909,-7.242431,3.9588642,0.53773284,6.2522297,6.2486925,3.9668088,-7.1674986,3.9579072,0.040796846,-7.373507,4.121895,0.06661649,0.510177,0.41989893,0.07264912,0.5946263,0.42494026,-0.20613815,0.08459963,0.27878726
910,-7.242693,3.943271,0.5423864,6.260372,6.2361283,3.9756997,-7.174827,3.964445,0.050566405,-7.3724957,4.111502,0.07401999,0.510177,0.41989893,0.06820369,0.5208743,0.5045843,0.37272143,0.085358344,0.30451775
911,-7.2412405,3.9289792,0.54620934,6.261417,6.2419333,3.993801,-7.1901813,3.9500272,0.054495275,-7.3760033,4.1011105,0.08140359,0.510177,0.41989893,0.05915296,0.49085748,0.5035283,0.79948044,0.0858319,0.7403275
912,-7.239474,3.9165034,0.5465694,6.2540407,6.2616715,4.015904,-7.2027493,3.9175406,0.051254615,-7.382943,4.0948625,0.08784032,0.510177,0.41989893,0.048101544,0.48162657,0.4589942,1.2606531,0.048410423,1.2125516
913,-7.238523,3.9040165,0.54418033,6.239732,6.27877,4.031272,-7.204077,3.8938575,0.046668544,-7.3906574,4.0847254,0.08760452,0.510177,0.41989893,0.040417552,0.51983744,0.44831493,0.67869866,0.030013219,0.6382811
914,-7.2393,3.8915408,0.5387104,6.2138968,0.004490494,4.0399895,-7.1935835,3.8772416,0.038729995,-7.39531,4.067775,0.07973946,0.510177,0.41989893,0.036058664,0.54242826,0.40731245,0.32769534,0.03462025,0.29163668
915,-7.239862,3.8784702,0.5346544,6.2010303,0.0045300797,4.042179,-7.182241,3.8741508,0.034015507,-7.3975434,4.04151,0.06980478,0.510177,0.41989893,0.034963965,0.52324766,0.39856598,-0.41565728,0.025018722,0.45062125
916,-7.241662,3.8645537,0.5363305,6.210189,6.2674594,4.0383825,-7.174606,3.8843513,0.038141623,-7.401871,4.011784,0.06653614,0.510177,0.41989893,0.036862135,0.5330552,0.30683863,-0.7699945,0.11535182,0.80685663
917,-7.242005,3.849452,0.54227674,6.220752,6.2493243,4.0386877,-7.179991,3.8883746,0.048897713,-7.398891,3.9995613,0.0729931,0.510177,0.41989893,0.036709547,0.528945,0.48997962,-0.050888453,0.072550274,0.087597996
918,-7.23915,3.8342674,0.5493177,6.2316556,6.2481823,4.051241,-7.1965084,3.8761475,0.058933467,-7.397294,3.9871566,0.080814816,0.510177,0.41989893,0.030433297,0.4845476,0.5431606,0.6770316,0.12589803,0.6465983
919,-7.2362123,3.8207824,0.5537928,6.231068,6.26051,4.06872,-7.2145324,3.8393848,0.060032696,-7.39685,3.9756033,0.0874058,0.510177,0.41989893,0.021693587,0.47789416,0.48871666,1.0968642,0.07601357,1.0751706
920,-7.23316,3.8077028,0.55543673,6.2278647,6.2788944,4.081196,-7.221119,3.8090997,0.06013429,-7.3974614,3.9672189,0.09133447,0.510177,0.41989893,0.015455723,0.48438722,0.47761306,0.46147594,0.0632142,0.44602022
921,-7.2313967,3.795331,0.5529036,6.2127857,0.010253058,4.0905523,-7.2125063,3.7716374,0.054316,-7.3979945,3.957804,0.08960443,0.510177,0.41989893,0.010777116,0.50875103,0.4455667,0.31749576,0.025707366,0.30671865
922,-7.2308693,3.7832122,0.5465259,6.1917357,0.017732298,4.0903935,-7.1940126,3.7434468,0.044769198,-7.400626,3.9421873,0.08282217,0.510177,0.41989893,0.010856748,0.5142087,0.43613905,-0.28153908,0.016733075,0.29239583
923,-7.2305546,3.769595,0.5365243,6.178572,0.010540595,4.0789347,-7.1806126,3.7406,0.03133917,-7.405098,3.9191184,0.07139276,0.510177,0.41989893,0.016586304,0.5355529,0.46850178,-0.941301,0.05482858,0.9578873
924,-7.2307997,3.7552965,0.5331886,6.183215,6.2753816,4.081295,-7.1747603,3.746922,0.02826564,-7.405624,3.898961,0.065827176,0.510177,0.41989893,0.015405893,0.5589607,0.38319504,0.5265544,0.061049327,0.5111485
925,-7.2291803,3.7404332,0.53513175,6.189444,6.2652607,4.0865273,-7.1778216,3.7509487,0.032784685,-7.4073634,3.8902566,0.070932925,0.510177,0.41989893,0.0127898455,0.4997496,0.52315706,-0.047939934,0.103783295,0.06072978
926,-7.2246194,3.726001,0.5367143,6.196337,6.2737966,4.0968847,-7.187379,3.737776,0.03627482,-7.4097943,3.8759954,0.07460813,0.510177,0.41989893,0.0076111555,0.46879265,0.57797056,0.38420674,0.16339923,0.3765956
927,-7.2195363,3.7116842,0.5369009,6.200874,0.0071470253,4.11043,-7.19316,3.7279093,0.039027378,-7.411082,3.8668673,0.079048194,0.510177,0.41989893,0.00083851814,0.5049901,0.58665186,0.08493287,0.16683358,0.08409435
928,-7.2157173,3.6986196,0.5341963,6.1921253,0.028551986,4.123686,-7.1869307,3.720937,0.036970213,-7.4052086,3.856961,0.07748233,0.510177,0.41989893,-0.005789399,0.5049613,0.5149126,0.35146973,0.09515673,0.35725912
929,-7.212395,3.6851673,0.5345609,6.188539,0.04041819,4.1375427,-7.181881,3.7208207,0.039430354,-7.3948526,3.8418086,0.07466896,0.510177,0.41989893,-0.012717724,0.5035261,0.46495742,0.13874875,0.045546703,0.15146647
930,-7.210872,3.6712677,0.5381245,6.1911516,0.033580452,4.141778,-7.1759486,3.723539,0.045260742,-7.3892465,3.8243828,0.0765053,0.510177,0.41989893,-0.014835238,0.5255465,0.40674904,-0.32068455,0.020227216,0.3058493
931,-7.2098923,3.6572843,0.54317945,6.2029176,0.021992117,4.144253,-7.1668277,3.7234678,0.053506687,-7.3876204,3.808988,0.08179586,0.510177,0.41989893,-0.016073108,0.5241151,0.40322548,0.18894419,0.021731855,0.2050173
932,-7.206646,3.6435735,0.5496855,6.214179,0.022831311,4.155125,-7.1682377,3.7148507,0.06449537,-7.3857994,3.7949696,0.08903865,0.510177,0.41989893,-0.021509051,0.4846064,0.49758562,0.31707838,0.0817868,0.33858743
933,-7.2015944,3.6294339,0.55364764,6.228967,0.032710463,4.173812,-7.177881,3.6805952,0.06550491,-7.3810587,3.7849963,0.09369113,0.510177,0.41989893,-0.030852318,0.49372292,0.50628763,0.88194597,0.08794172,0.9127983
934,-7.1964536,3.6172512,0.5535984,6.238089,0.057242014,4.190542,-7.180499,3.6319628,0.059963524,-7.378114,3.7813466,0.09859409,0.510177,0.41989893,-0.03921759,0.47761875,0.47147027,0.7074729,0.06098888,0.7466905
935,-7.193407,3.604842,0.54996884,6.233957,0.06819771,4.200303,-7.1647954,3.5891562,0.051839024,-7.3754454,3.7735035,0.09617282,0.510177,0.41989893,-0.04409802,0.5193814,0.4237073,0.22423668,0.00996115,0.2683347
936,-7.1919546,3.5917163,0.5434743,6.220012,0.0668002,4.1968355,-7.143282,3.564196,0.042462274,-7.372315,3.7569232,0.0870215,0.510177,0.41989893,-0.04236412,0.537544,0.4102846,-0.44711483,0.02900668,0.4047507
937,-7.1903925,3.5781307,0.5384011,6.2143087,0.059413143,4.190153,-7.129621,3.5587232,0.036618456,-7.3644567,3.7332118,0.07546871,0.510177,0.41989893,-0.03902304,0.5129372,0.38781413,-0.71273893,0.032203298,0.6737159
938,-7.1897635,3.5635228,0.5383736,6.227013,0.031630363,4.1833124,-7.124204,3.5688822,0.038341284,-7.355285,3.7069213,0.069151424,0.510177,0.41989893,-0.035602808,0.5297912,0.32299235,-0.91530573,0.09887163,0.8797029
939,-7.189958,3.548346,0.5407673,6.24365,6.277837,4.1800394,-7.116627,3.574207,0.044463545,-7.3486137,3.6938643,0.07165585,0.510177,0.41989893,-0.033965945,0.5403166,0.3670108,-0.54607403,0.060873207,0.5121081
940,-7.1867266,3.5334249,0.5467811,6.2607956,6.259703,4.180985,-7.124661,3.573386,0.056826636,-7.344097,3.6832123,0.0784141,0.510177,0.41989893,-0.034438968,0.48881158,0.50232637,-0.17141408,0.08515143,0.13697511
941,-7.1820445,3.5192597,0.55191755,6.270021,6.2572303,4.190555,-7.138201,3.5495238,0.061838627,-7.341851,3.6728387,0.0854984,0.510177,0.41989893,-0.03922403,0.46900317,0.50439674,0.31971407,0.093995556,0.3589381
942,-7.17796,3.5077312,0.553359,6.265684,6.271822,4.198625,-7.1467056,3.5058317,0.058497846,-7.3421435,3.6647675,0.09233711,0.510177,0.41989893,-0.043259025,0.44830543,0.44751832,0.5494462,0.06775636,0.59270525
943,-7.1751866,3.4961646,0.5520056,6.2513146,6.282082,4.201442,-7.1424246,3.473222,0.054292917,-7.3411527,3.6528897,0.09153133,0.510177,0.41989893,-0.044667244,0.4824225,0.4318868,-0.021508293,0.030232796,0.02315895
944,-7.173953,3.4844365,0.54734266,6.227036,0.001024024,4.198382,-7.1297646,3.4488559,0.04694502,-7.335783,3.6346807,0.08349417,0.510177,0.41989893,-0.04313743,0.49782032,0.40125346,-0.39919022,0.022368312,0.3560528
945,-7.1726656,3.471379,0.5388702,6.21002,6.274821,4.1923428,-7.1201715,3.4416032,0.035935253,-7.330251,3.61141,0.06993032,0.510177,0.41989893,-0.04011786,0.516769,0.44332558,-0.7515025,0.024336437,0.71138465
946,-7.1710978,3.4574184,0.5340146,6.2184305,6.2546797,4.1913753,-7.1155972,3.444207,0.0315302,-7.3255935,3.5905125,0.061072975,0.510177,0.41989893,-0.03963411,0.5752023,0.34663597,0.21225226,0.09795788,0.25188637
947,-7.1675825,3.4424586,0.5356976,6.2323713,6.241126,4.1933208,-7.1246963,3.4470875,0.03692545,-7.323201,3.586768,0.06528151,0.510177,0.41989893,-0.040606856,0.50868905,0.51866704,-0.3533199,0.09877932,0.31271306
948,-7.1628466,3.4284446,0.5373345,6.237263,6.2406826,4.197006,-7.1345973,3.4327588,0.040648893,-7.3247085,3.5772965,0.06963405,0.510177,0.41989893,-0.042449594,0.50017864,0.5280432,-0.102621496,0.10860549,0.060171902
949,-7.1586065,3.4154751,0.5377341,6.232813,6.252547,4.201043,-7.137402,3.4211621,0.04186806,-7.3235884,3.5699625,0.07366092,0.510177,0.41989893,-0.044468045,0.48572296,0.48160493,0.16224536,0.066374935,0.20671341
950,-7.155319,3.4036796,0.53476375,6.2160177,6.2701073,4.2088294,-7.132209,3.4047964,0.037108764,-7.3167763,3.5606859,0.07031814,0.510177,0.41989893,-0.048361182,0.49417365,0.4467599,0.13866918,0.03126692,0.18703036
951,-7.152419,3.3919246,0.5290969,6.197238,0.0014823691,4.2090607,-7.1229987,3.3958218,0.030149356,-7.3107424,3.5465803,0.06288041,0.510177,0.41989893,-0.048476696,0.49722415,0.481869,-0.63845736,0.063309304,0.58998066
952,-7.149466,3.379496,0.5295733,6.1973557,0.001645352,4.202651,-7.1185308,3.397812,0.0318415,-7.2996798,3.5250478,0.05793029,0.510177,0.41989893,-0.045271754,0.4770009,0.3795777,-0.94157183,0.052215483,0.8963001
953,-7.1479125,3.3663824,0.5344435,6.1971297,6.276336,4.1979055,-7.117058,3.402809,0.038181707,-7.2908072,3.5211668,0.065334246,0.510177,0.41989893,-0.04289925,0.5154682,0.42243347,-0.49229857,0.0058668815,0.44939932
954,-7.1438484,3.3526657,0.5411209,6.205797,6.277421,4.202665,-7.1223145,3.4070141,0.051408783,-7.2842493,3.5194929,0.074968055,0.510177,0.41989893,-0.045278907,0.49433824,0.50108886,0.51257557,0.08272044,0.5578545
955,-7.137991,3.3401365,0.5467319,6.214785,0.013019855,4.215151,-7.134345,3.386966,0.06011024,-7.28023,3.515809,0.08367815,0.510177,0.41989893,-0.051521778,0.4618281,0.51955444,0.4390941,0.11076479,0.49061587
956,-7.131832,3.3284173,0.54968107,6.2187614,0.041763656,4.2210627,-7.1464787,3.3409274,0.05980189,-7.280375,3.5128808,0.09170738,0.510177,0.41989893,-0.05447769,0.48587087,0.5466702,0.46604237,0.12908037,0.5205201
957,-7.126915,3.3159764,0.55070615,6.2140584,0.06337217,4.227703,-7.144091,3.3129356,0.05920376,-7.272872,3.512521,0.09629895,0.510177,0.41989893,-0.057798147,0.513657,0.48137698,0.023277624,0.061576463,0.08107577
958,-7.1248093,3.304329,0.5486442,6.1883163,0.07915661,4.224989,-7.1205406,3.2834992,0.050469145,-7.263231,3.5050397,0.09415248,0.510177,0.41989893,-0.05644095,0.5255058,0.41543397,-0.35342896,0.015965803,0.296988
959,-7.12378,3.2925816,0.54291487,6.1584406,0.08701312,4.215664,-7.09278,3.2707646,0.038477227,-7.2551274,3.4907892,0.08725314,0.510177,0.41989893,-0.051778555,0.5324138,0.41888678,-0.53952616,0.022259787,0.4877476
960,-7.1217227,3.2791834,0.53750974,6.148946,0.08222713,4.2041206,-7.0824003,3.280259,0.031835422,-7.247969,3.4691405,0.077882946,0.510177,0.41989893,-0.0460068,0.48804578,0.40529382,-1.0986351,0.026516045,1.0526283
961,-7.120032,3.264965,0.5355205,6.1621027,0.060139038,4.1969333,-7.078823,3.2858114,0.031896353,-7.2451224,3.4532025,0.075127706,0.510177,0.41989893,-0.042413116,0.52063274,0.36585233,-0.19301315,0.05504868,0.15060003
962,-7.1166086,3.2496057,0.53886193,6.184176,0.04683829,4.198983,-7.0825996,3.2878,0.0410894,-7.2441106,3.4396496,0.07837753,0.510177,0.41989893,-0.043437958,0.5561547,0.50782824,-0.39573568,0.09922456,0.35229772
963,-7.110636,3.2342203,0.5424057,6.206921,0.05279759,4.2067957,-7.0914993,3.267353,0.048339024,-7.246525,3.427048,0.08331462,0.510177,0.41989893,-0.04734409,0.5351868,0.55459166,0.1233973,0.13699497,0.17074138
964,-7.104091,3.2203727,0.5431052,6.2243004,0.07499787,4.2127056,-7.0966616,3.2247558,0.04808095,-7.252746,3.4148793,0.08757867,0.510177,0.41989893,-0.050299406,0.5221157,0.5374546,0.3022449,0.11816036,0.3525443
965,-7.0996366,3.2064636,0.54151803,6.2270846,0.08750466,4.2157474,-7.0919313,3.2008264,0.04600233,-7.251612,3.4009247,0.08607635,0.510177,0.41989893,-0.05182016,0.55960596,0.4688613,-0.07218695,0.069573954,0.020366788
966,-7.0977173,3.192765,0.5365795,6.2108836,0.0906426,4.2094393,-7.0761642,3.1792526,0.037423298,-7.249056,3.3812802,0.07916028,0.510177,0.41989893,-0.04866612,0.5744245,0.41923568,-0.650805,0.064250916,0.6021389
967,-7.095164,3.1790762,0.5342694,6.204799,0.09259026,4.2106075,-7.0662594,3.1740582,0.034732625,-7.2430787,3.3563182,0.07177549,0.510177,0.41989893,-0.049250245,0.5378257,0.42611516,0.0063644745,0.028338868,0.05561472
968,-7.093658,3.1645083,0.53606856,6.211024,0.071557745,4.2109623,-7.0610566,3.18031,0.037827283,-7.2372026,3.3265781,0.06826081,0.510177,0.41989893,-0.04942763,0.54293644,0.35561943,-0.52186924,0.072145924,0.4724416
969,-7.0935297,3.148693,0.5390619,6.2290373,0.032412283,4.2114244,-7.050372,3.1853614,0.04425229,-7.235838,3.3014462,0.069463424,0.510177,0.41989893,-0.049658656,0.6170937,0.32812333,0.23699835,0.140904,0.286657
970,-7.0906005,3.1327531,0.54597086,6.247374,0.013700483,4.2207565,-7.0519915,3.179565,0.057167187,-7.236016,3.2861862,0.07739193,0.510177,0.41989893,-0.054324508,0.55539024,0.48466218,0.13287893,0.07898426,0.18720344
